JAR,Number of Correct APIs,Number of Wrong APIs,Failure Rate for APIs,Model Confidence for APIs,Hallucinations for APIs,API,Sample,Number of Correct FQNs,Number of Wrong FQNs,Failure Rate for FQNs,Model Confidence for Code and FQNs,Project Path,Build Status,Build Message,Hallucinations for FQNs,Usages
hadoop-common-3.3.4.jar,3,18,0.8571428571428571,0.7376853227615356,Partially Present. Need manual review.,WritableComparator,5,6,10,0.625,0.79716557264328,Projects/hadoop-common-3.3.4/WritableComparator/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,149
httpmime-4.5.14.jar,1,0,0.0,0.8308660984039307,False,HttpMultipartMode,1,6,0,0.0,0.7662419676780701,Projects/httpmime-4.5.14/HttpMultipartMode/sample_1/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,266
httpmime-4.5.14.jar,1,0,0.0,0.8308660984039307,False,HttpMultipartMode,2,3,5,0.625,0.5622063875198364,Projects/httpmime-4.5.14/HttpMultipartMode/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,266
httpmime-4.5.14.jar,1,0,0.0,0.8308660984039307,False,HttpMultipartMode,3,16,0,0.0,0.6533379554748535,Projects/httpmime-4.5.14/HttpMultipartMode/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,266
httpmime-4.5.14.jar,1,0,0.0,0.8308660984039307,False,HttpMultipartMode,4,9,4,0.3076923076923077,0.6681550741195679,Projects/httpmime-4.5.14/HttpMultipartMode/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,266
httpmime-4.5.14.jar,1,0,0.0,0.8308660984039307,False,HttpMultipartMode,5,6,3,0.3333333333333333,0.5694234371185303,Projects/httpmime-4.5.14/HttpMultipartMode/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,266
logback-classic-1.3.0.jar,0,1,1.0,0.7676010131835938,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67
validation-api-2.0.1.Final.jar,1,49,0.98,0.8791641592979431,Partially Present. Need manual review.,ValidationTarget,1,0,0,1,0.6247216463088989,N/A,failure,Model could not predict any correct FQNs.,True,2987
validation-api-2.0.1.Final.jar,1,49,0.98,0.8791641592979431,Partially Present. Need manual review.,ValidationTarget,2,6,0,0.0,0.6356037855148315,Projects/validation-api-2.0.1.Final/ValidationTarget/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,2987
validation-api-2.0.1.Final.jar,1,49,0.98,0.8791641592979431,Partially Present. Need manual review.,ValidationTarget,3,4,0,0.0,0.5312663316726685,Projects/validation-api-2.0.1.Final/ValidationTarget/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,2987
validation-api-2.0.1.Final.jar,1,49,0.98,0.8791641592979431,Partially Present. Need manual review.,ValidationTarget,4,5,2,0.2857142857142857,0.6359654664993286,Projects/validation-api-2.0.1.Final/ValidationTarget/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,2987
validation-api-2.0.1.Final.jar,1,49,0.98,0.8791641592979431,Partially Present. Need manual review.,ValidationTarget,5,4,1,0.2,0.6722968816757202,Projects/validation-api-2.0.1.Final/ValidationTarget/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,2987
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationPidFileWriter,1,1,2,0.6666666666666666,0.5107674598693848,Projects/spring-boot-2.6.3/ApplicationPidFileWriter/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationPidFileWriter,2,0,1,1.0,0.5687606930732727,Projects/spring-boot-2.6.3/ApplicationPidFileWriter/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationPidFileWriter,3,1,0,0.0,0.3583241105079651,Projects/spring-boot-2.6.3/ApplicationPidFileWriter/sample_1/Wrapper/src/main/java/org/example,failure,No valid Java code found from the model's output.,True,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationPidFileWriter,4,2,1,0.3333333333333333,0.6322602033615112,Projects/spring-boot-2.6.3/ApplicationPidFileWriter/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationPidFileWriter,5,1,1,0.5,0.521186351776123,Projects/spring-boot-2.6.3/ApplicationPidFileWriter/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationStartingEvent,1,4,0,0.0,0.4973735511302948,Projects/spring-boot-2.6.3/ApplicationStartingEvent/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationStartingEvent,2,4,0,0.0,0.5745661854743958,Projects/spring-boot-2.6.3/ApplicationStartingEvent/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationStartingEvent,3,3,0,0.0,0.5421423316001892,Projects/spring-boot-2.6.3/ApplicationStartingEvent/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationStartingEvent,4,2,0,0.0,0.5553777813911438,Projects/spring-boot-2.6.3/ApplicationStartingEvent/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationStartingEvent,5,3,0,0.0,0.5177161693572998,Projects/spring-boot-2.6.3/ApplicationStartingEvent/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationReadyEvent,1,0,0,1,0.4810207486152649,Projects/spring-boot-2.6.3/ApplicationStartingEvent/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationReadyEvent,2,4,0,0.0,0.4709621071815491,Projects/spring-boot-2.6.3/ApplicationReadyEvent/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationReadyEvent,3,4,0,0.0,0.4727303385734558,Projects/spring-boot-2.6.3/ApplicationReadyEvent/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationReadyEvent,4,4,0,0.0,0.7494856715202332,Projects/spring-boot-2.6.3/ApplicationReadyEvent/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationReadyEvent,5,4,0,0.0,0.4276268184185028,Projects/spring-boot-2.6.3/ApplicationReadyEvent/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationFailedEvent,1,4,0,0.0,0.5931954383850098,Projects/spring-boot-2.6.3/ApplicationFailedEvent/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationFailedEvent,2,0,0,1,0.40763941407203674,Projects/spring-boot-2.6.3/ApplicationFailedEvent/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationFailedEvent,3,6,0,0.0,0.6268240809440613,Projects/spring-boot-2.6.3/ApplicationFailedEvent/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationFailedEvent,4,7,0,0.0,0.5977157354354858,Projects/spring-boot-2.6.3/ApplicationFailedEvent/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationFailedEvent,5,4,0,0.0,0.5500388145446777,Projects/spring-boot-2.6.3/ApplicationFailedEvent/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationEnvironmentPreparedEvent,1,3,0,0.0,0.4657473862171173,Projects/spring-boot-2.6.3/ApplicationEnvironmentPreparedEvent/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationEnvironmentPreparedEvent,2,0,0,1,0.4737648665904999,Projects/spring-boot-2.6.3/ApplicationEnvironmentPreparedEvent/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationEnvironmentPreparedEvent,3,4,0,0.0,0.4874216616153717,Projects/spring-boot-2.6.3/ApplicationEnvironmentPreparedEvent/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationEnvironmentPreparedEvent,4,4,0,0.0,0.7377030253410339,Projects/spring-boot-2.6.3/ApplicationEnvironmentPreparedEvent/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationEnvironmentPreparedEvent,5,5,0,0.0,0.4899281859397888,Projects/spring-boot-2.6.3/ApplicationEnvironmentPreparedEvent/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationPreparedEvent,1,6,0,0.0,0.6759408116340637,Projects/spring-boot-2.6.3/ApplicationPreparedEvent/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationPreparedEvent,2,6,0,0.0,0.6063275337219238,Projects/spring-boot-2.6.3/ApplicationPreparedEvent/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationPreparedEvent,3,5,0,0.0,0.535955548286438,Projects/spring-boot-2.6.3/ApplicationPreparedEvent/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationPreparedEvent,4,4,0,0.0,0.5725582838058472,Projects/spring-boot-2.6.3/ApplicationPreparedEvent/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationPreparedEvent,5,3,0,0.0,0.5071501731872559,Projects/spring-boot-2.6.3/ApplicationPreparedEvent/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationStartedEvent,1,0,0,1,0.2305988371372223,Projects/spring-boot-2.6.3/ApplicationPreparedEvent/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationStartedEvent,2,4,0,0.0,0.4766916036605835,Projects/spring-boot-2.6.3/ApplicationStartedEvent/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationStartedEvent,3,7,0,0.0,0.687062680721283,Projects/spring-boot-2.6.3/ApplicationStartedEvent/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationStartedEvent,4,5,0,0.0,0.524774432182312,Projects/spring-boot-2.6.3/ApplicationStartedEvent/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,563
spring-boot-2.6.3.jar,7,8,0.5333333333333333,0.7825402617454529,Partially Present. Need manual review.,ApplicationStartedEvent,5,5,0,0.0,0.4857657551765442,Projects/spring-boot-2.6.3/ApplicationStartedEvent/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,563
slf4j-reload4j-1.7.36.jar,0,0,1.0,0.7010717391967773,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,524
commons-compress-1.25.0.jar,0,0,1.0,0.6578442454338074,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,249
maven-artifact-3.9.6.jar,0,0,1.0,0.535676896572113,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
osgi.core-8.0.0.jar,3,47,0.94,0.8549919724464417,Partially Present. Need manual review.,BundleEvent,1,0,1,1.0,0.38921332359313965,N/A,failure,Model could not predict any correct FQNs.,True,331
osgi.core-8.0.0.jar,3,47,0.94,0.8549919724464417,Partially Present. Need manual review.,BundleEvent,2,3,0,0.0,0.41655224561691284,Projects/osgi.core-8.0.0/BundleEvent/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,331
osgi.core-8.0.0.jar,3,47,0.94,0.8549919724464417,Partially Present. Need manual review.,BundleEvent,3,4,0,0.0,0.48020097613334656,Projects/osgi.core-8.0.0/BundleEvent/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,331
osgi.core-8.0.0.jar,3,47,0.94,0.8549919724464417,Partially Present. Need manual review.,BundleEvent,4,0,3,1.0,0.7144919633865356,Projects/osgi.core-8.0.0/BundleEvent/sample_3/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,331
osgi.core-8.0.0.jar,3,47,0.94,0.8549919724464417,Partially Present. Need manual review.,BundleEvent,5,3,0,0.0,0.37307101488113403,Projects/osgi.core-8.0.0/BundleEvent/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,331
osgi.core-8.0.0.jar,3,47,0.94,0.8549919724464417,Partially Present. Need manual review.,BundleException,1,0,2,1.0,0.6659373641014099,Projects/osgi.core-8.0.0/BundleEvent/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,331
osgi.core-8.0.0.jar,3,47,0.94,0.8549919724464417,Partially Present. Need manual review.,BundleException,2,1,0,0.0,0.3542998135089874,Projects/osgi.core-8.0.0/BundleException/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,331
osgi.core-8.0.0.jar,3,47,0.94,0.8549919724464417,Partially Present. Need manual review.,BundleException,3,0,1,1.0,0.5288904905319214,Projects/osgi.core-8.0.0/BundleException/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,331
osgi.core-8.0.0.jar,3,47,0.94,0.8549919724464417,Partially Present. Need manual review.,BundleException,4,1,0,0.0,0.42472249269485474,Projects/osgi.core-8.0.0/BundleException/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,331
osgi.core-8.0.0.jar,3,47,0.94,0.8549919724464417,Partially Present. Need manual review.,BundleException,5,2,0,0.0,0.40935075283050537,Projects/osgi.core-8.0.0/BundleException/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,331
osgi.core-8.0.0.jar,3,47,0.94,0.8549919724464417,Partially Present. Need manual review.,FrameworkEvent,1,0,0,1,0.47000008821487427,Projects/osgi.core-8.0.0/BundleException/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,331
osgi.core-8.0.0.jar,3,47,0.94,0.8549919724464417,Partially Present. Need manual review.,FrameworkEvent,2,4,0,0.0,0.5152482390403748,Projects/osgi.core-8.0.0/FrameworkEvent/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,331
osgi.core-8.0.0.jar,3,47,0.94,0.8549919724464417,Partially Present. Need manual review.,FrameworkEvent,3,0,4,1.0,0.4844920039176941,Projects/osgi.core-8.0.0/FrameworkEvent/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,331
osgi.core-8.0.0.jar,3,47,0.94,0.8549919724464417,Partially Present. Need manual review.,FrameworkEvent,4,10,1,0.09090909090909091,0.7441512942314148,Projects/osgi.core-8.0.0/FrameworkEvent/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,331
osgi.core-8.0.0.jar,3,47,0.94,0.8549919724464417,Partially Present. Need manual review.,FrameworkEvent,5,4,1,0.2,0.616951584815979,Projects/osgi.core-8.0.0/FrameworkEvent/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,331
junit-4.3.1.jar,0,0,1.0,0.5718339085578918,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,274
mockito-junit-jupiter-4.6.1.jar,1,13,0.9285714285714286,0.8075899481773376,Partially Present. Need manual review.,MockitoExtension,1,3,3,0.5,0.8104715347290039,Projects/mockito-junit-jupiter-4.6.1/MockitoExtension/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,354
mockito-junit-jupiter-4.6.1.jar,1,13,0.9285714285714286,0.8075899481773376,Partially Present. Need manual review.,MockitoExtension,2,0,0,1,0.5479246973991394,Projects/mockito-junit-jupiter-4.6.1/MockitoExtension/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,354
mockito-junit-jupiter-4.6.1.jar,1,13,0.9285714285714286,0.8075899481773376,Partially Present. Need manual review.,MockitoExtension,3,0,0,1,0.6107456088066101,Projects/mockito-junit-jupiter-4.6.1/MockitoExtension/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,354
mockito-junit-jupiter-4.6.1.jar,1,13,0.9285714285714286,0.8075899481773376,Partially Present. Need manual review.,MockitoExtension,4,4,5,0.5555555555555556,0.605099618434906,Projects/mockito-junit-jupiter-4.6.1/MockitoExtension/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,354
mockito-junit-jupiter-4.6.1.jar,1,13,0.9285714285714286,0.8075899481773376,Partially Present. Need manual review.,MockitoExtension,5,4,2,0.3333333333333333,0.5970930457115173,Projects/mockito-junit-jupiter-4.6.1/MockitoExtension/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,354
maven-core-3.8.6.jar,0,1,1.0,0.6285849809646606,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,348
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonArray,1,4,2,0.3333333333333333,0.7008622884750366,Projects/gson-2.9.0/JsonArray/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonArray,2,1,0,0.0,0.4876408278942108,Projects/gson-2.9.0/JsonArray/sample_2/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonArray,3,2,0,0.0,0.5763633847236633,Projects/gson-2.9.0/JsonArray/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonArray,4,2,0,0.0,0.6179118752479553,Projects/gson-2.9.0/JsonArray/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonArray,5,3,0,0.0,0.505104124546051,Projects/gson-2.9.0/JsonArray/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonObject,1,0,1,1.0,0.5086344480514526,Projects/gson-2.9.0/JsonArray/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonObject,2,2,0,0.0,0.5172437429428101,Projects/gson-2.9.0/JsonArray/sample_5/Wrapper/src/main/java/org/example,failure,No valid Java code found from the model's output.,True,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonObject,3,0,1,1.0,0.6820565462112427,Projects/gson-2.9.0/JsonArray/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonObject,4,0,2,1.0,0.49546918272972107,Projects/gson-2.9.0/JsonArray/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonObject,5,1,3,0.75,0.5429549217224121,Projects/gson-2.9.0/JsonObject/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonPrimitive,1,0,0,1,0.5181673169136047,Projects/gson-2.9.0/JsonObject/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonPrimitive,2,2,0,0.0,0.6003060936927795,Projects/gson-2.9.0/JsonPrimitive/sample_2/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonPrimitive,3,1,0,0.0,0.6456148028373718,Projects/gson-2.9.0/JsonPrimitive/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonPrimitive,4,1,0,0.0,0.6207008361816406,Projects/gson-2.9.0/JsonPrimitive/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonPrimitive,5,1,0,0.0,0.5676165819168091,Projects/gson-2.9.0/JsonPrimitive/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonNull,1,0,0,1,0.2423248291015625,Projects/gson-2.9.0/JsonPrimitive/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonNull,2,0,1,1.0,0.5337339043617249,Projects/gson-2.9.0/JsonPrimitive/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonNull,3,0,1,1.0,0.6309069395065308,Projects/gson-2.9.0/JsonPrimitive/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonNull,4,0,1,1.0,0.5041587948799133,Projects/gson-2.9.0/JsonPrimitive/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonNull,5,0,1,1.0,0.4450947344303131,Projects/gson-2.9.0/JsonPrimitive/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonParser,1,3,0,0.0,0.5981645584106445,Projects/gson-2.9.0/JsonParser/sample_1/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonParser,2,0,2,1.0,0.5487820506095886,Projects/gson-2.9.0/JsonParser/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonParser,3,2,0,0.0,0.5191141366958618,Projects/gson-2.9.0/JsonParser/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonParser,4,1,0,0.0,0.7673538327217102,Projects/gson-2.9.0/JsonParser/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonParser,5,0,0,1,0.608547031879425,Projects/gson-2.9.0/JsonParser/sample_4/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonWriter,1,3,0,0.0,0.5853615999221802,Projects/gson-2.9.0/JsonWriter/sample_1/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonWriter,2,5,0,0.0,0.7713623642921448,Projects/gson-2.9.0/JsonWriter/sample_2/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,2032
gson-2.9.0.jar,7,43,0.86,0.7966674566268921,Partially Present. Need manual review.,JsonWriter,3,1,2,0.6666666666666666,0.551110029220581,Projects/gson-2.9.0/JsonWriter/sample_2/Wrapper/src/main/java/org/example,failure,No valid Java code found from the model's output.,True,2032
